operon_seral_number	operon_start_site	operon_end_site	operon_direction	AS_transcript_start	AS_transcript_end	AS_transcript_direction	number_of_cluster_tss_of_AS	AS_3end_information	AS_length
operon_2339	4314911	4316774	-	4315670	4316053	+	1	end_in_gene	384
operon_2339	4314911	4316774	-	4316235	4316560	+	1	end_in_gene	326
operon_2340	4317251	4319996	+	4318141	4318501	-	1	end_in_gene	361
operon_2340	4317251	4319996	+	4319546	4320039	-	2	end_in_gene	494
operon_2340	4317251	4319996	+	4320271	4320712	-	1	end_in_gene	442
operon_2341	4320797	4321662	+	4320710	4320887	-	2	end_as_asRNA_for_next_operon	178
operon_2342	4321672	4322343	+	4321690	4322102	-	1	end_in_gene	413
operon_2344	4323626	4325192	+	4324084	4324403	-	1	end_in_gene	320
operon_2348	4328387	4329795	-	4327727	4328069	+	1	end_in_gene	343
operon_2348	4328387	4329795	-	4328341	4328712	+	1	end_in_gene	372
operon_2350	4330145	4336485	-	4332973	4333355	+	1	end_in_gene	383
operon_2351	4336373	4338339	+	4336373	4336553	-	3	end_coding_next_gene	181
operon_2355	4341724	4342743	+	4341263	4341859	-	1	end_as_asRNA_for_next_operon	597
operon_2355	4341724	4342743	+	4342268	4342588	-	1	end_in_gene	321
operon_2357	4345217	4350780	+	4344900	4345237	-	1	end_as_asRNA_for_next_operon	338
operon_2357	4345217	4350780	+	4346320	4346862	-	2	end_in_gene	543
operon_2357	4345217	4350780	+	4350413	4350774	-	1	end_in_gene	362
operon_2358	4350790	4352370	+	4351316	4351659	-	1	end_in_gene	344
operon_2359	4352380	4356833	+	4353613	4354015	-	1	end_in_gene	403
operon_2359	4352380	4356833	+	4354314	4354653	-	1	end_in_gene	340
operon_2359	4352380	4356833	+	4355029	4355390	-	1	end_in_gene	362
operon_2361	4357723	4362129	-	4358610	4358674	+	1	end_in_gene	65
operon_2362	4362139	4365013	-	4362157	4362318	+	1	end_in_gene	162
operon_2362	4362139	4365013	-	4363534	4363912	+	1	end_in_gene	379
operon_2362	4362139	4365013	-	4364562	4365390	+	1	end_as_asRNA_for_next_operon	829
operon_2363	4365023	4372885	-	4365471	4365922	+	1	end_in_gene	452
operon_2363	4365023	4372885	-	4369914	4370546	+	1	end_in_gene	633
operon_2364	4372895	4374604	-	4372908	4373452	+	3	end_in_gene	545
operon_2364	4372895	4374604	-	4374192	4374550	+	1	end_in_gene	359
operon_2366	4376219	4383107	-	4377098	4377347	+	1	end_in_gene	250
operon_2366	4376219	4383107	-	4381881	4382230	+	1	end_in_gene	350
operon_2366	4376219	4383107	-	4382521	4382736	+	1	end_in_gene	216
operon_2367	4383117	4384238	-	4383293	4383561	+	1	end_in_gene	269
operon_2367	4383117	4384238	-	4384105	4384681	+	1	end_as_asRNA_for_next_operon	577
operon_2368	4384248	4385850	-	4384306	4384644	+	1	end_in_gene	339
operon_2369	4385860	4387473	-	4386581	4386955	+	1	end_in_gene	375
operon_2371	4388227	4391799	-	4388762	4389119	+	1	end_in_gene	358
operon_2373	4393368	4398511	+	4394179	4394447	-	1	end_in_gene	269
operon_2373	4393368	4398511	+	4395179	4395580	-	1	end_in_gene	402
operon_2373	4393368	4398511	+	4396401	4396601	-	1	end_in_gene	201
operon_2373	4393368	4398511	+	4396629	4397334	-	2	end_in_gene	706
operon_2373	4393368	4398511	+	4397379	4398340	-	1	end_in_gene	962
operon_2374	4398521	4400976	+	4399182	4399675	-	2	end_in_gene	494
operon_2374	4398521	4400976	+	4399807	4400152	-	1	end_in_gene	346
operon_2375	4400986	4401864	+	4400751	4401068	-	1	end_as_asRNA_for_next_operon	318
operon_2376	4401874	4403309	+	4402428	4402480	-	1	end_in_gene	53
operon_2376	4401874	4403309	+	4402527	4403299	-	1	end_in_gene	773
operon_2378	4404599	4405724	-	4404750	4405012	+	1	end_in_gene	263
operon_2379	4405734	4411266	-	4409865	4409966	+	1	end_in_gene	102
