TR_name	start_site	direction	TR_type	End_of_primary_data	actual_end_of_primary_data	min_of_primary_data	max_of_primary_data	End_of_total_data	actual_End_of_total_data	min_of_total_data	max_of_total_data
TR_2695182	2695182	-	sense_for_next	2693919	2694625	2694445	2694729	2693885	2693895	2693895	2693895
TR_2695867	2695867	+	antisense_in_gene	2696624	2696555	2696411	2696694	2696799	2696892	2696789	2696962
TR_2697095	2697095	-	sense_for_next	2695806	2696393	2696114	2696569	2693919	2694371	2693973	2694770
TR_2697673	2697673	+	antisense_in_gene	2698220	2698160	2698026	2698210	2697952	2698107	2697942	2698236
TR_2697920	2697920	-	antisense_in_gene	2697474	2697503	2697466	2697574	2697514	2696054	2694052	2697524
TR_2698247	2698247	-	leaderless_sense	2697930	2697940	2697940	2697940	2697930	2697940	2697940	2697940
TR_2698425	2698425	+	upstream_sense	2700467	2699134	2699015	2699186	2700494	2700491	2700484	2700507
TR_2698851	2698851	-	antisense_in_gene	2698393	2698433	2698403	2698475	2698328	2698349	2698277	2698418
TR_2703176	2703176	-	in_gene_sense	2702510	2702479	2702013	2702662	2700487	2700496	2700495	2700497
TR_2703246	2703246	+	antisense_in_gene	2703877	2703842	2703762	2703895	2703927	2703938	2703889	2703982
TR_2704476	2704476	-	upstream_sense	2703804	2703832	2703813	2703923	2703867	2703864	2703818	2703929
TR_2706041	2706041	-	antisense_in_gene	2705615	2705604	2705569	2705639	2705596	2705578	2705527	2705632
TR_2706551	2706551	-	antisense_for_next	2706259	2706280	2706262	2706302	2706318	2706316	2706297	2706328
TR_2706749	2706749	+	antisense_in_gene	2707570	2707259	2707072	2707560	2706759	2707104	2706749	2707477
TR_2709966	2709966	-	leaderless_sense	2708320	2709302	2709231	2709417	2707343	2707174	2706399	2707672
TR_2710057	2710057	+	upstream_sense	2710563	2710555	2710505	2710626	2710532	2710608	2710522	2710700
TR_2710440	2710440	-	antisense_for_next	2710085	2710095	2710095	2710099	2710100	2710100	2710095	2710110
TR_2711329	2711329	-	upstream_sense	2710361	2710695	2710594	2710838	2710361	2710460	2710460	2710460
TR_2711913	2711913	-	sense_for_next	2711342	2711559	2711452	2711623	2711342	2711469	2711349	2711620
TR_2712975	2712975	-	sense_for_next	2711342	2712415	2712412	2712431	2711342	2712410	2712409	2712412
TR_2713465	2713465	-	in_gene_sense	2713119	2713104	2713065	2713129	2713117	2713085	2712999	2713130
TR_2713981	2713981	-	upstream_sense	2712901	2713546	2713485	2713735	2712901	2713498	2712995	2713727
TR_2715377	2715377	-	upstream_sense	2714134	2714808	2714780	2714834	2714134	2714243	2714052	2714457
TR_2716506	2716506	-	sense_for_next	2715482	2715941	2715888	2716010	2715482	2715538	2715424	2715673
TR_2717660	2717660	+	antisense_in_gene	2717992	2717911	2717660	2717986	2717922	2717852	2717660	2717937
TR_2718842	2718842	-	upstream_sense	2717806	2718103	2717877	2718286	2716405	2716460	2715487	2716818
TR_2719165	2719165	-	antisense_in_gene	2718852	2718684	2717799	2718862	2718852	2718862	2718862	2718862
TR_2725235	2725235	+	antisense_in_gene	2725697	2725652	2725583	2725687	2725548	2725507	2725235	2725689
TR_2725487	2725487	-	leaderless_sense	2724240	2724999	2724893	2725032	2724240	2723697	2722528	2724818
TR_2726162	2726162	+	upstream_sense	2727349	2727036	2726995	2727159	2727479	2727670	2727469	2727838
TR_2727415	2727415	+	antisense_in_gene	2727783	2727775	2727726	2727803	0	0	0	0
TR_2727613	2727613	-	antisense_for_next	2727146	2727129	2727030	2727194	2727086	2727096	2727096	2727096
TR_2727927	2727927	+	antisense_in_gene	2728255	2728258	2728239	2728298	2728254	2728277	2728244	2728294
TR_2728401	2728401	+	down_stream_antisense	2728925	2728777	2728505	2728972	2728515	2728994	2728505	2729365
TR_2728502	2728502	-	sense_for_next	2727346	2727941	2727902	2727979	2727346	2727300	2727039	2727698
TR_2729798	2729798	+	antisense_in_gene	2730408	2730364	2730262	2730543	2730335	2730311	2730056	2730467
TR_2731842	2731842	+	antisense_in_gene	2731967	2732126	2731957	2732491	2731967	2732367	2731957	2732732
TR_2731977	2731977	+	antisense_in_gene	2732560	2732514	2732474	2732550	2732477	2732467	2732467	2732467
TR_2733205	2733205	+	upstream_sense	2734154	2733744	2733650	2733953	2734154	2734462	2734099	2734796
TR_2733670	2733670	+	in_gene_sense	2734092	2734105	2734079	2734172	0	0	0	0
TR_2735611	2735611	-	antisense_for_next	2734899	2734978	2734776	2735123	0	0	0	0
TR_2736074	2736074	-	in_gene_sense	2735621	2735646	2735631	2735678	0	0	0	0
TR_2736844	2736844	-	antisense_in_gene	2736263	2736266	2736172	2736375	2734671	2734638	2734555	2734728
TR_2740505	2740505	-	upstream_sense	2739766	2739853	2739735	2740007	2738257	2739518	2739435	2739632
TR_2741352	2741352	+	in_gene_sense	2742067	2741747	2741601	2742057	2742283	2742384	2742273	2742541
TR_2743905	2743905	-	in_gene_sense	2741858	2742272	2741806	2743098	2741878	2741864	2741841	2741888
TR_2744427	2744427	+	antisense_in_gene	2744775	2744789	2744750	2744884	2744766	2744824	2744756	2744900
TR_2745734	2745734	-	leaderless_sense	2742133	2745031	2744829	2745256	2745246	2744395	2741815	2745256
TR_2750265	2750265	-	upstream_sense	2747605	2749791	2749752	2749833	2747605	2747941	2746275	2749639
TR_2750731	2750731	-	sense_for_next	2750323	2750335	2750285	2750390	2750275	2750285	2750285	2750285
TR_2751223	2751223	+	antisense_in_gene	2751656	2751646	2751642	2751649	2751654	2751613	2751514	2751648
TR_2751582	2751582	-	leaderless_sense	2750323	2751269	2751166	2751297	2750323	2750781	2750285	2751313
TR_2752441	2752441	-	antisense_in_gene	2751618	2751869	2751628	2752100	2751615	2751746	2751625	2752111
TR_2754260	2754260	+	antisense_in_gene	2754965	2754831	2754758	2754955	2754270	2754844	2754260	2755626
TR_2754504	2754504	-	in_gene_sense	2753155	2753511	2753165	2754087	2753048	2753058	2753058	2753058
TR_2755682	2755682	-	sense_for_next	2753635	2754814	2754579	2755307	2753028	2753255	2753159	2753352
TR_2756817	2756817	-	upstream_sense	2754753	2756285	2756210	2756346	2754753	2755253	2753483	2756118
TR_2759641	2759641	-	upstream_sense	2758218	2758965	2758859	2759112	2756946	2758108	2758049	2758168
TR_2759765	2759765	-	upstream_sense	2759651	2759661	2759661	2759661	2759651	2759661	2759661	2759661
TR_2759789	2759789	+	leaderless_sense	2760697	2760448	2760297	2760578	2760732	2760728	2760722	2760731
TR_2760152	2760152	-	antisense_in_gene	2759775	2759785	2759785	2759785	2759775	2759785	2759785	2759785
TR_2760751	2760751	+	upstream_sense	2762390	2761306	2761226	2761375	2762390	2761853	2761448	2762290
TR_2763000	2763000	-	not_known	2762239	2762329	2762249	2762371	0	0	0	0
TR_2763027	2763027	+	antisense_in_gene	2763595	2763604	2763564	2763672	2763550	2763630	2763540	2763715
TR_2763817	2763817	-	upstream_sense	2762541	2763140	2763080	2763218	2762294	2762264	2762205	2762304
TR_2765517	2765517	+	upstream_sense	2766849	2766127	2766080	2766169	2766849	2766779	2766326	2766995
TR_2765558	2765558	-	antisense_in_gene	2764986	2764976	2764901	2765013	2763827	2763436	2762235	2763837
TR_2766351	2766351	-	antisense_in_gene	2765952	2765973	2765952	2765991	2765995	2765949	2765866	2766027
TR_2767033	2767033	-	antisense_for_next	2766617	2766680	2766627	2766701	0	0	0	0
TR_2768160	2768160	-	leaderless_sense	2766869	2767626	2767566	2767719	2766781	2766774	2766741	2766792
TR_2768935	2768935	-	upstream_sense	2768203	2768289	2768213	2768441	2768203	2767868	2766889	2768213
TR_2768996	2768996	+	leaderless_sense	2771581	2769804	2769603	2770301	2771744	2771821	2771734	2771890
TR_2772257	2772257	+	antisense_in_gene	2772937	2772828	2772677	2773060	2773036	2772882	2772267	2773158
TR_2772350	2772350	-	upstream_sense	2771506	2771646	2771516	2771843	2771439	2771376	2771289	2771462
TR_2773055	2773055	-	upstream_sense	2772377	2772603	2772395	2772681	2772360	2772370	2772370	2772370
TR_2773178	2773178	+	upstream_sense	2775214	2773830	2773741	2773910	2775214	2775161	2774079	2775666
TR_2774992	2774992	-	antisense_in_gene	2774620	2774642	2774628	2774670	2774624	2774601	2774535	2774634
TR_2775293	2775293	+	leaderless_sense	2776294	2775727	2775665	2776002	2776294	2776161	2776041	2776281
TR_2775589	2775589	-	antisense_in_gene	2775002	2775015	2775012	2775034	2775002	2774995	2774597	2775359
TR_2775698	2775698	+	in_gene_sense	2776392	2776358	2776262	2776503	2776948	2776940	2776938	2776943
TR_2780189	2780189	-	in_gene_sense	2779966	2779903	2779735	2779992	2776651	2776430	2776199	2776661
TR_2782365	2782365	-	upstream_sense	2777398	2781792	2781551	2781897	0	0	0	0
TR_2784089	2784089	-	upstream_sense	2782376	2783431	2783215	2783543	2777398	2780930	2780099	2782087
TR_2784686	2784686	-	sense_for_next	2784133	2784161	2784140	2784197	2784133	2784131	2784109	2784199
TR_2786274	2786274	+	down_stream_antisense	2786794	2786779	2786774	2786784	2786782	2786810	2786772	2786852
TR_2787593	2787593	-	sense_for_next	2786924	2786988	2786912	2787036	2786585	2786797	2786785	2786810
TR_2789343	2789343	-	sense_for_next	2786924	2788956	2788881	2789000	2786585	2786861	2786842	2786880
TR_2789610	2789610	+	antisense_in_gene	2790242	2790057	2789937	2790232	2789620	2790014	2789610	2790306
TR_2792604	2792604	-	upstream_sense	2791029	2792124	2792038	2792196	2791029	2789748	2788614	2792045
TR_2793689	2793689	+	antisense_in_gene	2794054	2794036	2794009	2794054	2794035	2794022	2793990	2794050
TR_2794081	2794081	-	upstream_sense	2792733	2793601	2793504	2793696	2792733	2793586	2793393	2793750
TR_2794180	2794180	+	upstream_sense	2795202	2795081	2794829	2795205	2795267	2795252	2795243	2795261
TR_2795598	2795598	-	antisense_for_next	2795211	2795263	2795196	2795357	2795008	2795222	2795018	2795425
TR_2800798	2800798	-	in_gene_sense	2800418	2800436	2800406	2800465	2800458	2799845	2799222	2800468
TR_2801118	2801118	+	antisense_in_gene	2801487	2801471	2801425	2801531	2801417	2801441	2801343	2801538
TR_2801161	2801161	-	upstream_sense	2797477	2800818	2800818	2800818	2797477	2800307	2799150	2800818
TR_2808093	2808093	+	leaderless_sense	2808745	2808653	2808561	2808736	2808745	2808809	2808657	2808957
TR_2810294	2810294	-	sense_for_next	2808768	2809624	2809438	2809747	0	0	0	0
TR_2811381	2811381	-	sense_for_next	2809946	2810582	2810450	2810800	0	0	0	0
TR_2812284	2812284	-	upstream_sense	2811003	2811713	2811679	2811784	2808615	2808420	2808292	2808625
TR_2812622	2812622	-	sense_for_next	2812294	2812304	2812304	2812304	0	0	0	0
TR_2814441	2814441	+	antisense_in_gene	2814715	2814664	2814441	2814750	2814451	2814441	2814441	2814441
TR_2814915	2814915	-	leaderless_sense	2813737	2814465	2814370	2814544	2812294	2812304	2812304	2812304
TR_2816294	2816294	-	in_gene_sense	2815750	2815676	2815260	2815849	0	0	0	0
TR_2816984	2816984	-	sense_for_next	2814926	2816535	2816465	2816585	2814926	2815518	2815390	2815649
TR_2817047	2817047	+	antisense_in_gene	2817334	2817323	2817218	2817392	2817290	2817367	2817280	2817486
TR_2817242	2817242	-	sense_for_next	2816895	2817004	2817004	2817004	0	0	0	0
TR_2819230	2819230	+	antisense_in_gene	2819602	2819587	2819580	2819593	2819643	2819699	2819602	2819791
TR_2819921	2819921	-	upstream_sense	2818481	2819048	2818671	2819288	2816895	2817004	2817004	2817004
TR_2820886	2820886	+	antisense_in_gene	2821508	2821328	2821225	2821509	2821226	2821325	2821171	2821659
TR_2820958	2820958	-	in_gene_sense	2820498	2820522	2820325	2820635	2820410	2820180	2819941	2820420
TR_2821661	2821661	-	upstream_sense	2819963	2821194	2821166	2821223	2819963	2820541	2819941	2821145
TR_2821679	2821679	+	upstream_sense	2822427	2822354	2822209	2822417	2822427	2822376	2822255	2822417
TR_2822437	2822437	+	upstream_sense	2823269	2822899	2822834	2822965	2823612	2823680	2823602	2823781
TR_2824603	2824603	-	leaderless_sense	2823266	2823925	2823798	2824044	2823153	2823161	2823057	2823266
TR_2824688	2824688	+	leaderless_sense	2825494	2825402	2825163	2825558	2825724	2825776	2825714	2825838
TR_2827099	2827099	-	leaderless_sense	2825498	2826600	2826533	2826662	2825498	2826209	2826046	2826636
TR_2827167	2827167	+	leaderless_sense	2827814	2827685	2827648	2827737	2828224	2828214	2828214	2828214
TR_2827825	2827825	+	upstream_sense	2828020	2828010	2828010	2828010	0	0	0	0
TR_2827860	2827860	-	down_stream_antisense	2827455	2827487	2827435	2827563	2827560	2827473	2827310	2827570
TR_2828030	2828030	+	down_stream_antisense	2828224	2828214	2828214	2828214	0	0	0	0
TR_2828234	2828234	+	down_stream_antisense	2829105	2828948	2828766	2829095	2829797	2829582	2829350	2829787
TR_2829807	2829807	+	antisense_in_gene	2830868	2830690	2830534	2830858	2830973	2831023	2830963	2831070
TR_2833794	2833794	-	upstream_sense	2832720	2833083	2832808	2833306	2832675	2832599	2832554	2832685
TR_2834569	2834569	+	antisense_in_gene	2835275	2835052	2834826	2835273	2834844	2835007	2834834	2835211
TR_2835389	2835389	-	upstream_sense	2834119	2834915	2834840	2834991	2834119	2834204	2834087	2834485
TR_2835396	2835396	+	upstream_sense	2837273	2836092	2835752	2836284	2837273	2837082	2836227	2837519
TR_2837674	2837674	-	upstream_sense	2836962	2836921	2836804	2837013	2836876	2836792	2836750	2836886
TR_2837694	2837694	+	leaderless_sense	2838484	2838441	2838293	2838517	2838509	2838566	2838499	2838645
TR_2838688	2838688	-	antisense_for_next	2838177	2838199	2838187	2838208	2838183	2838163	2838142	2838193
TR_2839940	2839940	-	leaderless_sense	2838139	2839512	2839506	2839536	2838139	2839541	2839541	2839542
TR_2849508	2849508	-	upstream_sense	2840133	2848923	2848863	2848982	2840133	2848678	2848595	2848783
TR_2850584	2850584	-	leaderless_sense	2849862	2850065	2850025	2850123	2849809	2849799	2849770	2849825
TR_2851077	2851077	-	upstream_sense	2850594	2850604	2850604	2850605	2850594	2850604	2850604	2850604
TR_2851101	2851101	+	leaderless_sense	2852001	2851776	2851641	2851991	2852184	2852273	2852174	2852344
TR_2854917	2854917	-	leaderless_sense	2854277	2854404	2854291	2854556	2854277	2854411	2854411	2854412
TR_2857835	2857835	-	upstream_sense	2854948	2857265	2857148	2857385	2854277	2854588	2854557	2854619
TR_2857837	2857837	+	down_stream_antisense	2858264	2858213	2858146	2858279	2858098	2858031	2857837	2858120
TR_2859475	2859475	-	sense_for_next	2858737	2858873	2858815	2859005	2857863	2858056	2857713	2858254
TR_2860428	2860428	-	leaderless_sense	2859310	2859820	2859751	2859898	2859310	2859063	2857768	2859495
TR_2860462	2860462	+	leaderless_sense	2861305	2861254	2861059	2861332	2861359	2861450	2861349	2861526
TR_2861083	2861083	-	antisense_in_gene	2860631	2860645	2860641	2860649	2860540	2860550	2860550	2860550
TR_2864422	2864422	-	leaderless_sense	2863217	2863986	2863845	2864062	2862683	2861148	2860472	2862936
TR_2864530	2864530	+	in_gene_sense	2865192	2865193	2864941	2865592	2864765	2865490	2864530	2866429
TR_2865266	2865266	-	antisense_in_gene	2864998	2864999	2864962	2865032	2864432	2864868	2864442	2865125
TR_2865828	2865828	-	antisense_in_gene	2865550	2865560	2865560	2865563	2865475	2865515	2865485	2865534
TR_2866768	2866768	-	antisense_in_gene	2866236	2866240	2866189	2866283	2866253	2866217	2866173	2866263
TR_2867952	2867952	+	sense_for_next	2868577	2868314	2868236	2868400	2868577	2868150	2867952	2868249
TR_2868616	2868616	+	leaderless_sense	2869247	2869158	2869075	2869235	2869247	2869220	2869035	2869327
TR_2869637	2869637	-	leaderless_sense	2869058	2869085	2869061	2869127	2869263	2869471	2869471	2869471
TR_2869865	2869865	+	antisense_in_gene	2870476	2870400	2870327	2870466	2870285	2870388	2870252	2870515
TR_2870356	2870356	-	leaderless_sense	2869656	2869685	2869666	2869722	2869647	2869657	2869657	2869657
TR_2870775	2870775	+	down_stream_antisense	2871164	2871172	2871122	2871302	2871068	2871257	2871058	2871449
TR_2872409	2872409	-	sense_for_next	2871216	2871199	2870817	2871811	2870677	2870687	2870687	2870687
TR_2874113	2874113	-	sense_for_next	2873268	2873398	2873143	2873603	2871216	2871494	2871066	2871775
TR_2876987	2876987	-	upstream_sense	2873781	2876492	2876444	2876517	2873781	2875374	2872997	2876460
TR_2877084	2877084	+	leaderless_sense	2877840	2877825	2877807	2877857	2878551	2877857	2877857	2877857
TR_2877877	2877877	+	in_gene_sense	2878559	2878519	2878314	2878635	2878684	2878761	2878674	2878964
TR_2878289	2878289	-	antisense_in_gene	2877959	2877991	2877913	2878059	2878124	2878058	2878011	2878134
TR_2879927	2879927	-	leaderless_sense	2878581	2879490	2879440	2879551	2878581	2878841	2878083	2879639
TR_2880030	2880030	+	upstream_sense	2881062	2880545	2880387	2880665	2881406	2881121	2880299	2881396
TR_2880185	2880185	-	antisense_in_gene	2879937	2879885	2879578	2879947	2879937	2879947	2879947	2879947
TR_2881416	2881416	+	upstream_sense	2882157	2881928	2881829	2882062	2882157	2883243	2881861	2884421
TR_2882065	2882065	-	antisense_in_gene	2881351	2881274	2881187	2881361	2881750	2880758	2880205	2881760
TR_2882082	2882082	+	sense_for_next	2883349	2882659	2882280	2883102	2882290	2882280	2882280	2882280
TR_2884441	2884441	+	upstream_sense	2886372	2885162	2885065	2885281	2889805	2886588	2886551	2886652
TR_2885030	2885030	-	antisense_in_gene	2884537	2884512	2884398	2884589	2884989	2884821	2884556	2884999
TR_2886572	2886572	-	antisense_in_gene	2886249	2886253	2886224	2886279	2886254	2886185	2886068	2886286
TR_2889790	2889790	-	antisense_in_gene	2889342	2889339	2889303	2889362	2889375	2889334	2889298	2889385
TR_2889804	2889804	+	sense_for_next	2892459	2890330	2890280	2890349	2892756	2892974	2892746	2893081
TR_2891949	2891949	-	antisense_in_gene	2891648	2891655	2891577	2891691	2891659	2891575	2891453	2891669
TR_2893818	2893818	-	sense_for_next	2892456	2893255	2893003	2893417	2892375	2892385	2892385	2892385
TR_2894490	2894490	-	upstream_sense	2893474	2893839	2893838	2893846	2892456	2893093	2892376	2894194
TR_2894522	2894522	+	leaderless_sense	2895056	2895065	2894998	2895132	2895023	2895095	2895013	2895270
TR_2895970	2895970	-	leaderless_sense	2894903	2895275	2895010	2895506	2894903	2895216	2895190	2895242
TR_2897031	2897031	+	antisense_in_gene	2897463	2897460	2897424	2897531	2897431	2897481	2897421	2897589
TR_2897835	2897835	-	upstream_sense	2896023	2897303	2897294	2897315	2896023	2896212	2895010	2897351
TR_2898816	2898816	+	leaderless_sense	2900230	2899742	2899673	2899786	2900230	2900221	2900018	2900296
TR_2900658	2900658	-	not_known	2900142	2900162	2900146	2900187	2900162	2900106	2900029	2900172
TR_2900928	2900928	+	leaderless_sense	2902517	2901614	2901460	2902094	2902517	2901693	2901056	2902366
TR_2901777	2901777	-	antisense_in_gene	2901222	2901258	2901149	2901362	2901227	2901169	2901020	2901378
TR_2902686	2902686	+	antisense_in_gene	2903103	2903101	2903031	2903181	2902977	2903071	2902967	2903234
